chr9	79200000	81100000	q21.2	106.0
chr9	81100000	84100000	q21.31	100.0
chr9	84100000	86900000	q21.32	12.0
chr9	86900000	90400000	q21.33	12.0
chr9	90400000	91800000	q22.1	51.0
chr9	91800000	93900000	q22.2	0.0
chr9	93900000	96600000	q22.31	22.0
chr9	96600000	99300000	q22.32	20.0
chr9	99300000	102600000	q22.33	20.0
chr9	102600000	108200000	q31.1	110.0
chr9	108200000	111300000	q31.2	12.0
chr9	111300000	114900000	q31.3	51.0
chr9	114900000	117700000	q32	100.0
chr9	117700000	122500000	q33.1	32.0
chr9	122500000	125800000	q33.2	242.0
chr9	125800000	130300000	q33.3	52.0
chr9	130300000	133500000	q34.11	100.0
chr9	133500000	134000000	q34.12	56.0
chr9	134000000	135900000	q34.13	112.0
chr9	135900000	137400000	q34.2	183.0
chr9	137400000	141213431	q34.3	110.0
chrX	0	4300000	p22.33	100.0
chrX	4300000	6000000	p22.32	12.0
chrX	6000000	9500000	p22.31	100.0
chrX	9500000	17100000	p22.2	10.0
chrX	17100000	19300000	p22.13	10.0
chrX	19300000	21900000	p22.12	11.0
chrX	21900000	24900000	p22.11	10.0
chrX	24900000	29300000	p21.3	11.0
chrX	29300000	31500000	p21.2	31.0
chrX	31500000	37600000	p21.1	11.0
chrX	37600000	42400000	p11.4	1.0
chrX	42400000	46400000	p11.3	10.0
chrX	46400000	49800000	p11.23	30.0
chrX	49800000	54800000	p11.22	10.0
chrX	54800000	58100000	p11.21	10.0
chrX	58100000	60600000	p11.1	0.0
chrX	60600000	63000000	q11.1	0.0
chrX	63000000	64600000	q11.2	0.0
chrX	64600000	67800000	q12	20.0
chrX	67800000	71800000	q13.1	21.0
chrX	71800000	73900000	q13.2	0.0
chrX	73900000	76000000	q13.3	1.0
chrX	76000000	84600000	q21.1	20.0
chrX	84600000	86200000	q21.2	10.0
chrX	86200000	91800000	q21.31	1.0
chrX	91800000	93500000	q21.32	10.0
chrX	93500000	98300000	q21.33	0.0
chrX	98300000	102600000	q22.1	71.0
chrX	102600000	103700000	q22.2	10.0
chrX	103700000	108700000	q22.3	100.0
chrX	108700000	116500000	q23	32.0
chrX	116500000	120900000	q24	11.0
chrX	120900000	128700000	q25	100.0
chrX	128700000	130400000	q26.1	10.0
chrX	130400000	133600000	q26.2	11.0
chrX	133600000	138000000	q26.3	20.0
chrX	138000000	140300000	q27.1	10.0
chrX	140300000	142100000	q27.2	80.0
chrX	142100000	147100000	q27.3	100.0
chrX	147100000	155270560	q28	41.0
chrY	0	2500000	p11.32	0.0
chrY	2500000	3000000	p11.31	0.0
chrY	3000000	11600000	p11.2	0.0
chrY	11600000	12500000	p11.1	0.0
chrY	12500000	13400000	q11.1	0.0
chrY	13400000	15100000	q11.21	0.0
chrY	15100000	19800000	q11.221	0.0
chrY	19800000	22100000	q11.222	0.0
chrY	22100000	26200000	q11.223	0.0
chrY	26200000	28800000	q11.23	0.0
chrY	28800000	59373566	q12	0.0
chr10	0	3000000	p15.3	10.0
chr10	3000000	3800000	p15.2	23.0
chr10	3800000	6600000	p15.1	100.0
chr10	6600000	12200000	p14	36.0
chr10	12200000	17300000	p13	72.0
chr10	17300000	18600000	p12.33	30.0
chr10	18600000	18700000	p12.32	10.0
chr10	18700000	22600000	p12.31	40.0
chr10	22600000	24600000	p12.2	13.0
chr10	24600000	29600000	p12.1	144.0
chr10	29600000	31300000	p11.23	39.0
chr10	31300000	34400000	p11.22	42.0
chr10	34400000	38000000	p11.21	12.0
chr10	38000000	40200000	p11.1	0.0
chr10	40200000	42300000	q11.1	0.0
chr10	42300000	46100000	q11.21	20.0
chr10	46100000	49900000	q11.22	97.0
chr10	49900000	52900000	q11.23	74.0
chr10	52900000	61200000	q21.1	21.0
chr10	61200000	64500000	q21.2	21.0
chr10	64500000	70600000	q21.3	62.0
chr10	70600000	74900000	q22.1	36.0
chr10	74900000	77700000	q22.2	11.0
chr10	77700000	82000000	q22.3	100.0
chr10	82000000	87900000	q23.1	10.0
chr10	87900000	89500000	q23.2	12.0
chr10	89500000	92900000	q23.31	40.0
chr10	92900000	94100000	q23.32	10.0
chr10	94100000	97000000	q23.33	100.0
chr10	97000000	99300000	q24.1	112.0
chr10	99300000	101900000	q24.2	22.0
chr10	101900000	103000000	q24.31	52.0
chr10	103000000	104900000	q24.32	12.0
chr10	104900000	105800000	q24.33	21.0
chr10	105800000	111900000	q25.1	21.0
chr10	111900000	114900000	q25.2	22.0
chr10	114900000	119100000	q25.3	141.0
chr10	119100000	121700000	q26.11	12.0
chr10	121700000	123100000	q26.12	13.0
chr10	123100000	127500000	q26.13	46.0
chr10	127500000	130600000	q26.2	195.0
chr10	130600000	135534747	q26.3	58.0
chr11	0	2800000	p15.5	125.0
chr11	2800000	10700000	p15.4	200.0
chr11	10700000	12700000	p15.3	72.0
chr11	12700000	16200000	p15.2	110.0
chr11	16200000	21700000	p15.1	120.0
chr11	21700000	26100000	p14.3	10.0
chr11	26100000	27200000	p14.2	11.0
chr11	27200000	31000000	p14.1	11.0
chr11	31000000	36400000	p13	31.0
chr11	36400000	43500000	p12	11.0
chr11	43500000	48800000	p11.2	147.0
chr11	48800000	51600000	p11.12	110.0
chr11	51600000	53700000	p11.11	0.0
chr11	53700000	55700000	q11	31.0
chr11	55700000	59900000	q12.1	126.0
chr11	59900000	61700000	q12.2	220.0
chr11	61700000	63400000	q12.3	233.0
chr11	63400000	65900000	q13.1	120.0
chr11	65900000	68400000	q13.2	320.0
chr11	68400000	70400000	q13.3	110.0
chr11	70400000	75200000	q13.4	110.0
chr11	75200000	77100000	q13.5	130.0
chr11	77100000	85600000	q14.1	100.0
chr11	85600000	88300000	q14.2	12.0
chr11	88300000	92800000	q14.3	53.0
chr11	92800000	97200000	q21	100.0
chr11	97200000	102100000	q22.1	23.0
chr11	102100000	102900000	q22.2	42.0
chr11	102900000	110400000	q22.3	131.0
chr11	110400000	112500000	q23.1	100.0
chr11	112500000	114500000	q23.2	33.0
chr11	114500000	121200000	q23.3	120.0
chr11	121200000	123900000	q24.1	61.0
chr11	123900000	127800000	q24.2	110.0
chr11	127800000	130800000	q24.3	43.0
chr11	130800000	135006516	q25	21.0
chr12	0	3300000	p13.33	147.0
chr12	3300000	5400000	p13.32	245.0
chr12	5400000	10100000	p13.31	112.0
chr12	10100000	12800000	p13.2	121.0
chr12	12800000	14800000	p13.1	22.0
chr12	14800000	20000000	p12.3	32.0
chr12	20000000	21300000	p12.2	22.0
chr12	21300000	26500000	p12.1	20.0
chr12	26500000	27800000	p11.23	12.0
chr12	27800000	30700000	p11.22	51.0
chr12	30700000	33300000	p11.21	63.0
chr12	33300000	35800000	p11.1	1.0
chr12	35800000	38200000	q11	0.0
chr12	38200000	46400000	q12	25.0
chr12	46400000	49100000	q13.11	111.0
chr12	49100000	51500000	q13.12	94.0
chr12	51500000	54900000	q13.13	332.0
chr12	54900000	56600000	q13.2	130.0
chr12	56600000	58100000	q13.3	42.0
chr12	58100000	63100000	q14.1	11.0
chr12	63100000	65100000	q14.2	30.0
chr12	65100000	67700000	q14.3	21.0
chr12	67700000	71500000	q15	22.0
chr12	71500000	75700000	q21.1	21.0
chr12	75700000	80300000	q21.2	11.0
chr12	80300000	86700000	q21.31	44.0
chr12	86700000	89000000	q21.32	10.0
chr12	89000000	92600000	q21.33	21.0
chr12	92600000	96200000	q22	200.0
chr12	96200000	101600000	q23.1	21.0
chr12	101600000	103800000	q23.2	32.0
chr12	103800000	109000000	q23.3	30.0
chr12	109000000	111700000	q24.11	26.0
chr12	111700000	112300000	q24.12	12.0
chr12	112300000	114300000	q24.13	130.0
chr12	114300000	116800000	q24.21	21.0
chr12	116800000	118100000	q24.22	31.0
chr12	118100000	120700000	q24.23	20.0
chr12	120700000	125900000	q24.31	101.0
chr12	125900000	129300000	q24.32	34.0
chr12	129300000	133851895	q24.33	30.0
chr13	0	4500000	p13	0.0
chr13	4500000	10000000	p12	0.0
chr13	10000000	16300000	p11.2	0.0
chr13	16300000	17900000	p11.1	0.0
chr13	17900000	19500000	q11	0.0
chr13	19500000	23300000	q12.11	25.0
chr13	23300000	25500000	q12.12	104.0
chr13	25500000	27800000	q12.13	11.0
chr13	27800000	28900000	q12.2	20.0
chr13	28900000	32200000	q12.3	100.0
chr13	32200000	34000000	q13.1	25.0
chr13	34000000	35500000	q13.2	0.0
chr13	35500000	40100000	q13.3	100.0
chr13	40100000	45200000	q14.11	21.0
chr13	45200000	45800000	q14.12	10.0
chr13	45800000	47300000	q14.13	23.0
chr13	47300000	50900000	q14.2	21.0
chr13	50900000	55300000	q14.3	100.0
chr13	55300000	59600000	q21.1	0.0
chr13	59600000	62300000	q21.2	1.0
chr13	62300000	65700000	q21.31	0.0
chr13	65700000	68600000	q21.32	2.0
chr13	68600000	73300000	q21.33	10.0
chr13	73300000	75400000	q22.1	10.0
chr13	75400000	77200000	q22.2	33.0
chr13	77200000	79000000	q22.3	14.0
chr13	79000000	87700000	q31.1	10.0
chr13	87700000	90000000	q31.2	0.0
chr13	90000000	95000000	q31.3	0.0
chr13	95000000	98200000	q32.1	51.0
chr13	98200000	99300000	q32.2	10.0
chr13	99300000	101700000	q32.3	11.0
chr13	101700000	104800000	q33.1	184.0
chr13	104800000	107000000	q33.2	1.0
chr13	107000000	110300000	q33.3	14.0
chr13	110300000	115169878	q34	34.0
chr14	0	3700000	p13	0.0
chr14	3700000	8100000	p12	0.0
chr14	8100000	16100000	p11.2	0.0
chr14	16100000	17600000	p11.1	0.0
chr14	17600000	19100000	q11.1	0.0
chr14	19100000	24600000	q11.2	122.0
chr14	24600000	33300000	q12	41.0
chr14	33300000	35300000	q13.1	24.0
chr14	35300000	36600000	q13.2	10.0
chr14	36600000	37800000	q13.3	20.0
chr14	37800000	43500000	q21.1	40.0
chr14	43500000	47200000	q21.2	21.0
chr14	47200000	50900000	q21.3	23.0
chr14	50900000	54100000	q22.1	42.0
chr14	54100000	55500000	q22.2	10.0
